RuleId,SourceSheet,SourceRow,DeploymentMode,EnableInPolicy,Fidelity,RuleName,Domain,ObjectType,AdapterKindKey,ResourceKindKey,MetricName,MetricKey,ThresholdModel,AlertType,AlertSubType,ImpactType,ImpactDetail,AlertWaitCycles,AlertCancelCycles,StateSeverity,Branch,ConditionId,ConditionName,ConditionAdapterKindKey,ConditionResourceKindKey,Relation,Aggregation,ConditionType,ConditionKey,Operator,ThresholdType,Value,ValueMultiplier,ValueType,Instanced,ConditionWaitCycles,ConditionCancelCycles,SourceDecision,SourceAlertMonitor,SourceSignal,SourceGreen,SourceAmber,SourceRed,Correlation,ImplementationNotes,Source,Confidence
Y22-DATASTORES-R15,Datastores,15,ALERT,true,SAFE_PROXY,Storage Pod (Datastore Cluster) - Snapshot Space,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Snapshot Space,diskspace|snapshot,Composite policy,18,19,BADGE,health,1,1,WARNING,2,W2,Descendant VM snapshot at least one day old,VMWARE,VirtualMachine,DESCENDANT,ALL,PROPERTY_NUMERIC,diskspace|snapshot|snapshotAge,GT_EQ,STATIC,1,,NUMERIC,false,1,2,Alert,Alert on size and age,Snapshot space as % of datastore plus oldest snapshot age,< 5% and no snapshot older than 24 hours,5%–10% or oldest snapshot 24–72 hours,> 10% or any snapshot older than 72 hours,"Datastore free space, change rate, backup tooling and approved maintenance exceptions.",Aria has snapshot age on descendant VMs but no deployable snapshot-space percentage for StoragePod. Native snapshot-space dynamics are combined with exact 1-day/3-day descendant age limits.,https://knowledge.broadcom.com/external/article/318825/best-practices-for-using-vmware-snapshot.html ; https://knowledge.broadcom.com/external/article/418600/recommendations-for-creating-a-snapshot.html,High for age; Policy for size
Y22-DATASTORES-R15,Datastores,15,ALERT,true,SAFE_PROXY,Storage Pod (Datastore Cluster) - Snapshot Space,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Snapshot Space,diskspace|snapshot,Composite policy,18,19,BADGE,health,1,1,CRITICAL,1,C1,Sustained snapshot-space anomaly,VMWARE,StoragePod,SELF,ALL,DYNAMIC,diskspace|snapshot,DT_ABOVE,,,,NUMERIC,false,4,2,Alert,Alert on size and age,Snapshot space as % of datastore plus oldest snapshot age,< 5% and no snapshot older than 24 hours,5%–10% or oldest snapshot 24–72 hours,> 10% or any snapshot older than 72 hours,"Datastore free space, change rate, backup tooling and approved maintenance exceptions.",Aria has snapshot age on descendant VMs but no deployable snapshot-space percentage for StoragePod. Native snapshot-space dynamics are combined with exact 1-day/3-day descendant age limits.,https://knowledge.broadcom.com/external/article/318825/best-practices-for-using-vmware-snapshot.html ; https://knowledge.broadcom.com/external/article/418600/recommendations-for-creating-a-snapshot.html,High for age; Policy for size
Y22-DATASTORES-R15,Datastores,15,ALERT,true,SAFE_PROXY,Storage Pod (Datastore Cluster) - Snapshot Space,Datastores,Storage Pod (Datastore Cluster),VMWARE,StoragePod,Snapshot Space,diskspace|snapshot,Composite policy,18,19,BADGE,health,1,1,CRITICAL,2,C2,Descendant VM snapshot at least three days old,VMWARE,VirtualMachine,DESCENDANT,ALL,PROPERTY_NUMERIC,diskspace|snapshot|snapshotAge,GT_EQ,STATIC,3,,NUMERIC,false,1,2,Alert,Alert on size and age,Snapshot space as % of datastore plus oldest snapshot age,< 5% and no snapshot older than 24 hours,5%–10% or oldest snapshot 24–72 hours,> 10% or any snapshot older than 72 hours,"Datastore free space, change rate, backup tooling and approved maintenance exceptions.",Aria has snapshot age on descendant VMs but no deployable snapshot-space percentage for StoragePod. Native snapshot-space dynamics are combined with exact 1-day/3-day descendant age limits.,https://knowledge.broadcom.com/external/article/318825/best-practices-for-using-vmware-snapshot.html ; https://knowledge.broadcom.com/external/article/418600/recommendations-for-creating-a-snapshot.html,High for age; Policy for size
Y23-DATASTORES-R24,Datastores,24,ALERT,true,EXACT,Datastore - Devices|Bus Resets,Datastores,Datastore,VMWARE,Datastore,Devices|Bus Resets,devices|busResets_summation,Error counter,18,19,BADGE,health,1,1,WARNING,1,W1,One event in one collection,VMWARE,Datastore,SELF,ALL,STATIC,devices|busResets_summation,EQ,STATIC,1,,NUMERIC,true,1,2,Alert,Alert,"New events per collection (use delta, not lifetime total)",0,1 event in one collection,≥ 2 events in a collection or any event in 2 consecutive collections,"Storage paths, HBA/device logs, APD/PDL events and array health.","Interval counters use a one-event warning and two independent Critical branches: two events in one interval, or any event sustained for two intervals.",https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y23-DATASTORES-R24,Datastores,24,ALERT,true,EXACT,Datastore - Devices|Bus Resets,Datastores,Datastore,VMWARE,Datastore,Devices|Bus Resets,devices|busResets_summation,Error counter,18,19,BADGE,health,1,1,CRITICAL,1,C1,Two or more events in one collection,VMWARE,Datastore,SELF,ALL,STATIC,devices|busResets_summation,GT_EQ,STATIC,2,,NUMERIC,true,1,2,Alert,Alert,"New events per collection (use delta, not lifetime total)",0,1 event in one collection,≥ 2 events in a collection or any event in 2 consecutive collections,"Storage paths, HBA/device logs, APD/PDL events and array health.","Interval counters use a one-event warning and two independent Critical branches: two events in one interval, or any event sustained for two intervals.",https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y23-DATASTORES-R24,Datastores,24,ALERT,true,EXACT,Datastore - Devices|Bus Resets,Datastores,Datastore,VMWARE,Datastore,Devices|Bus Resets,devices|busResets_summation,Error counter,18,19,BADGE,health,1,1,CRITICAL,2,C2,Any event in two consecutive collections,VMWARE,Datastore,SELF,ALL,STATIC,devices|busResets_summation,GT,STATIC,0,,NUMERIC,true,2,2,Alert,Alert,"New events per collection (use delta, not lifetime total)",0,1 event in one collection,≥ 2 events in a collection or any event in 2 consecutive collections,"Storage paths, HBA/device logs, APD/PDL events and array health.","Interval counters use a one-event warning and two independent Critical branches: two events in one interval, or any event sustained for two intervals.",https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y24-DATASTORES-R25,Datastores,25,ALERT,true,EXACT,Datastore - Devices|Commands Aborted,Datastores,Datastore,VMWARE,Datastore,Devices|Commands Aborted,devices|commandsAborted_summation,Error counter,18,19,BADGE,health,1,1,WARNING,1,W1,One event in one collection,VMWARE,Datastore,SELF,ALL,STATIC,devices|commandsAborted_summation,EQ,STATIC,1,,NUMERIC,true,1,2,Alert,Alert,"New events per collection (use delta, not lifetime total)",0,1 event in one collection,≥ 2 events in a collection or any event in 2 consecutive collections,"Storage paths, HBA/device logs, APD/PDL events and array health.","Interval counters use a one-event warning and two independent Critical branches: two events in one interval, or any event sustained for two intervals.",https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y24-DATASTORES-R25,Datastores,25,ALERT,true,EXACT,Datastore - Devices|Commands Aborted,Datastores,Datastore,VMWARE,Datastore,Devices|Commands Aborted,devices|commandsAborted_summation,Error counter,18,19,BADGE,health,1,1,CRITICAL,1,C1,Two or more events in one collection,VMWARE,Datastore,SELF,ALL,STATIC,devices|commandsAborted_summation,GT_EQ,STATIC,2,,NUMERIC,true,1,2,Alert,Alert,"New events per collection (use delta, not lifetime total)",0,1 event in one collection,≥ 2 events in a collection or any event in 2 consecutive collections,"Storage paths, HBA/device logs, APD/PDL events and array health.","Interval counters use a one-event warning and two independent Critical branches: two events in one interval, or any event sustained for two intervals.",https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y24-DATASTORES-R25,Datastores,25,ALERT,true,EXACT,Datastore - Devices|Commands Aborted,Datastores,Datastore,VMWARE,Datastore,Devices|Commands Aborted,devices|commandsAborted_summation,Error counter,18,19,BADGE,health,1,1,CRITICAL,2,C2,Any event in two consecutive collections,VMWARE,Datastore,SELF,ALL,STATIC,devices|commandsAborted_summation,GT,STATIC,0,,NUMERIC,true,2,2,Alert,Alert,"New events per collection (use delta, not lifetime total)",0,1 event in one collection,≥ 2 events in a collection or any event in 2 consecutive collections,"Storage paths, HBA/device logs, APD/PDL events and array health.","Interval counters use a one-event warning and two independent Critical branches: two events in one interval, or any event sustained for two intervals.",https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y25-DATASTORES-R49,Datastores,49,ALERT,true,EXACT,Datastore - Datastore|Total Latency (ms),Datastores,Datastore,VMWARE,Datastore,Datastore|Total Latency (ms),datastore|totalLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,Datastore,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y25-DATASTORES-R49,Datastores,49,ALERT,true,EXACT,Datastore - Datastore|Total Latency (ms),Datastores,Datastore,VMWARE,Datastore,Datastore|Total Latency (ms),datastore|totalLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,Datastore,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y26-DATASTORES-R51,Datastores,51,ALERT,true,EXACT,Datastore - Datastore|Read Latency (ms),Datastores,Datastore,VMWARE,Datastore,Datastore|Read Latency (ms),datastore|totalReadLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,Datastore,SELF,ALL,STATIC,datastore|totalReadLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y26-DATASTORES-R51,Datastores,51,ALERT,true,EXACT,Datastore - Datastore|Read Latency (ms),Datastores,Datastore,VMWARE,Datastore,Datastore|Read Latency (ms),datastore|totalReadLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,Datastore,SELF,ALL,STATIC,datastore|totalReadLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y27-DATASTORES-R52,Datastores,52,ALERT,true,EXACT,Datastore - Datastore|Write Latency (ms),Datastores,Datastore,VMWARE,Datastore,Datastore|Write Latency (ms),datastore|totalWriteLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,Datastore,SELF,ALL,STATIC,datastore|totalWriteLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y27-DATASTORES-R52,Datastores,52,ALERT,true,EXACT,Datastore - Datastore|Write Latency (ms),Datastores,Datastore,VMWARE,Datastore,Datastore|Write Latency (ms),datastore|totalWriteLatency_average,Static latency with media profile,18,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,Datastore,SELF,ALL,STATIC,datastore|totalWriteLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert,Average read/write/total latency (ms),< 15 ms,15 ms to < 30 ms,≥ 30 ms,"Use array/vSAN policy, OIO/queueing, IOPS and throughput to identify cause.",Direct latency thresholds from the workbook.,https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html ; https://knowledge.broadcom.com/external/article/389082/troubleshooting-vsan-latency-and-perform.html,High
Y28-VIRTUAL-NETWORKS-R16,Virtual Networks,16,ALERT,true,EXACT,vSphere Distributed Switch - Percentage of Dropped Packets,Virtual Network,vSphere Distributed Switch,VMWARE,VmwareDistributedVirtualSwitch,Percentage of Dropped Packets,network|port_statistics|dropped_pkts_pct,Static percentage,19,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,VmwareDistributedVirtualSwitch,SELF,ALL,STATIC,network|port_statistics|dropped_pkts_pct,GT_EQ,STATIC,1,,NUMERIC,false,2,2,Alert,Alert,Dropped packets as % of total packets,< 1%,1% to ≤ 4%,> 4%,"NIC errors, switch port counters, uplink saturation and teaming state.",Direct dropped-packet percentage thresholds from the workbook.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y28-VIRTUAL-NETWORKS-R16,Virtual Networks,16,ALERT,true,EXACT,vSphere Distributed Switch - Percentage of Dropped Packets,Virtual Network,vSphere Distributed Switch,VMWARE,VmwareDistributedVirtualSwitch,Percentage of Dropped Packets,network|port_statistics|dropped_pkts_pct,Static percentage,19,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,VmwareDistributedVirtualSwitch,SELF,ALL,STATIC,network|port_statistics|dropped_pkts_pct,GT,STATIC,4,,NUMERIC,false,2,2,Alert,Alert,Dropped packets as % of total packets,< 1%,1% to ≤ 4%,> 4%,"NIC errors, switch port counters, uplink saturation and teaming state.",Direct dropped-packet percentage thresholds from the workbook.,https://knowledge.broadcom.com/external/article/433209/vm-network-has-dropped-transmit-packets.html,High
Y29-VIRTUAL-NETWORKS-R23,Virtual Networks,23,ALERT,true,EXACT,vSphere Distributed Switch - MTU Mismatch,Virtual Network,vSphere Distributed Switch,VMWARE,VmwareDistributedVirtualSwitch,MTU Mismatch,host|mtu_mismatch,Boolean state,19,19,BADGE,health,1,1,WARNING,1,W1,Boolean state true once,VMWARE,VmwareDistributedVirtualSwitch,SELF,ALL,STATIC,host|mtu_mismatch,EQ,STATIC,1,,NUMERIC,true,1,1,Alert,Alert,MTU mismatch state,False / 0,True for 1 collection,True for ≥ 2 collections,"Compare vDS, vmkernel, physical switch and overlay MTU.",Boolean True is Warning after one collection and Critical after two; symptoms are evaluated per host instance.,Company configuration compliance policy,High
Y29-VIRTUAL-NETWORKS-R23,Virtual Networks,23,ALERT,true,EXACT,vSphere Distributed Switch - MTU Mismatch,Virtual Network,vSphere Distributed Switch,VMWARE,VmwareDistributedVirtualSwitch,MTU Mismatch,host|mtu_mismatch,Boolean state,19,19,BADGE,health,1,1,CRITICAL,1,C1,Boolean state true twice,VMWARE,VmwareDistributedVirtualSwitch,SELF,ALL,STATIC,host|mtu_mismatch,EQ,STATIC,1,,NUMERIC,true,2,1,Alert,Alert,MTU mismatch state,False / 0,True for 1 collection,True for ≥ 2 collections,"Compare vDS, vmkernel, physical switch and overlay MTU.",Boolean True is Warning after one collection and Critical after two; symptoms are evaluated per host instance.,Company configuration compliance policy,High
Y30-VIRTUAL-NETWORKS-R27,Virtual Networks,27,ALERT,true,EXACT,vSphere Distributed Switch - Config Out Of Sync,Virtual Network,vSphere Distributed Switch,VMWARE,VmwareDistributedVirtualSwitch,Config Out Of Sync,host|config_outofsync,Boolean state,19,19,BADGE,health,1,1,WARNING,1,W1,Boolean state true once,VMWARE,VmwareDistributedVirtualSwitch,SELF,ALL,STATIC,host|config_outofsync,EQ,STATIC,1,,NUMERIC,true,1,1,Alert,Alert,Configuration out-of-sync state,False / 0,True for 1 collection,True for ≥ 2 collections,"vDS host membership, host connectivity and recent network changes.",Boolean True is Warning after one collection and Critical after two; symptoms are evaluated per host instance.,Company configuration compliance policy,High
Y30-VIRTUAL-NETWORKS-R27,Virtual Networks,27,ALERT,true,EXACT,vSphere Distributed Switch - Config Out Of Sync,Virtual Network,vSphere Distributed Switch,VMWARE,VmwareDistributedVirtualSwitch,Config Out Of Sync,host|config_outofsync,Boolean state,19,19,BADGE,health,1,1,CRITICAL,1,C1,Boolean state true twice,VMWARE,VmwareDistributedVirtualSwitch,SELF,ALL,STATIC,host|config_outofsync,EQ,STATIC,1,,NUMERIC,true,2,1,Alert,Alert,Configuration out-of-sync state,False / 0,True for 1 collection,True for ≥ 2 collections,"vDS host membership, host connectivity and recent network changes.",Boolean True is Warning after one collection and Critical after two; symptoms are evaluated per host instance.,Company configuration compliance policy,High
Y31-VIRTUAL-MACHINES-R9,Virtual Machines,9,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|IO Wait (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|IO Wait (%),cpu|iowaitPct,Static percentage,16,19,BADGE,health,1,1,WARNING,1,W1,I/O wait warning,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|iowaitPct,GT_EQ,STATIC,5,,NUMERIC,false,3,2,Alert,Alert with storage correlation,CPU I/O wait %,< 5%,5% to < 10%,≥ 10%,Require datastore/device latency to be Amber or Red; check ESXi version for known wait-metric behaviour.,VM I/O wait is gated by datastore latency as required by the workbook.,https://knowledge.broadcom.com/external/article/338438/increased-vmwait-for-idle-vms-after-upgr.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,Medium
Y31-VIRTUAL-MACHINES-R9,Virtual Machines,9,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|IO Wait (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|IO Wait (%),cpu|iowaitPct,Static percentage,16,19,BADGE,health,1,1,WARNING,1,W2,Datastore latency warning gate,VMWARE,VirtualMachine,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,15,,NUMERIC,false,3,2,Alert,Alert with storage correlation,CPU I/O wait %,< 5%,5% to < 10%,≥ 10%,Require datastore/device latency to be Amber or Red; check ESXi version for known wait-metric behaviour.,VM I/O wait is gated by datastore latency as required by the workbook.,https://knowledge.broadcom.com/external/article/338438/increased-vmwait-for-idle-vms-after-upgr.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,Medium
Y31-VIRTUAL-MACHINES-R9,Virtual Machines,9,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|IO Wait (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|IO Wait (%),cpu|iowaitPct,Static percentage,16,19,BADGE,health,1,1,CRITICAL,1,C1,I/O wait critical,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|iowaitPct,GT_EQ,STATIC,10,,NUMERIC,false,3,2,Alert,Alert with storage correlation,CPU I/O wait %,< 5%,5% to < 10%,≥ 10%,Require datastore/device latency to be Amber or Red; check ESXi version for known wait-metric behaviour.,VM I/O wait is gated by datastore latency as required by the workbook.,https://knowledge.broadcom.com/external/article/338438/increased-vmwait-for-idle-vms-after-upgr.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,Medium
Y31-VIRTUAL-MACHINES-R9,Virtual Machines,9,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|IO Wait (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|IO Wait (%),cpu|iowaitPct,Static percentage,16,19,BADGE,health,1,1,CRITICAL,1,C2,Datastore latency critical gate,VMWARE,VirtualMachine,SELF,ALL,STATIC,datastore|totalLatency_average,GT_EQ,STATIC,30,,NUMERIC,false,3,2,Alert,Alert with storage correlation,CPU I/O wait %,< 5%,5% to < 10%,≥ 10%,Require datastore/device latency to be Amber or Red; check ESXi version for known wait-metric behaviour.,VM I/O wait is gated by datastore latency as required by the workbook.,https://knowledge.broadcom.com/external/article/338438/increased-vmwait-for-idle-vms-after-upgr.html ; https://knowledge.broadcom.com/external/article/320864/storage-drs-faq.html,Medium
Y32-VIRTUAL-MACHINES-R11,Virtual Machines,11,MONITOR_ONLY,false,MONITOR_ONLY,Virtual Machine - CPU|Wait (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|Wait (%),cpu|waitPct,Not suitable as a standalone RAG metric,16,19,BADGE,health,1,1,,,,,,,,,,,,,,,,,,,Alert,Do not alert standalone,N/A,N/A,N/A,N/A,Use CPU Ready/Contention for CPU scheduling and I/O wait plus storage latency for I/O symptoms.,CPU Wait includes idle and other wait states; the workbook explicitly says not to alert on it independently.,https://knowledge.broadcom.com/external/article/382249/using-esxtop-and-interpreting-esxtop-sta.html,High
Y33-VIRTUAL-MACHINES-R15,Virtual Machines,15,ALERT,true,EXACT,Virtual Machine - CPU|CPU Contention (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|CPU Contention (%),cpu|capacity_contentionPct,Static percentage,16,19,BADGE,health,1,1,WARNING,1,W1,Warning threshold,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|capacity_contentionPct,GT_EQ,STATIC,5,,NUMERIC,false,3,2,Alert,Alert,% of collection interval,< 5%,5% to < 10%,≥ 10%,"Check host CPU saturation, co-stop and VM sizing.",Direct CPU contention thresholds from the workbook.,https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High
Y33-VIRTUAL-MACHINES-R15,Virtual Machines,15,ALERT,true,EXACT,Virtual Machine - CPU|CPU Contention (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|CPU Contention (%),cpu|capacity_contentionPct,Static percentage,16,19,BADGE,health,1,1,CRITICAL,1,C1,Critical threshold,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|capacity_contentionPct,GT_EQ,STATIC,10,,NUMERIC,false,3,2,Alert,Alert,% of collection interval,< 5%,5% to < 10%,≥ 10%,"Check host CPU saturation, co-stop and VM sizing.",Direct CPU contention thresholds from the workbook.,https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High
Y34-VIRTUAL-MACHINES-R21,Virtual Machines,21,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|Usage (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|Usage (%),cpu|usage_average,Static percentage,16,19,BADGE,health,1,1,WARNING,1,W1A,CPU usage warning,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|usage_average,GT_EQ,STATIC,75,,NUMERIC,false,3,2,Alert,Alert with correlation,CPU capacity/usage %,< 75%,75% to < 90%,≥ 90%,"For VM CPU Usage, require CPU demand plus Ready/Contention ≥5% before paging.","VM CPU usage requires demand plus either Ready or Contention, expressed as two OR branches per severity.",https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High for host/vCenter; Medium for VM
Y34-VIRTUAL-MACHINES-R21,Virtual Machines,21,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|Usage (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|Usage (%),cpu|usage_average,Static percentage,16,19,BADGE,health,1,1,WARNING,1,W1B,CPU demand warning gate,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|demandPct,GT_EQ,STATIC,75,,NUMERIC,false,3,2,Alert,Alert with correlation,CPU capacity/usage %,< 75%,75% to < 90%,≥ 90%,"For VM CPU Usage, require CPU demand plus Ready/Contention ≥5% before paging.","VM CPU usage requires demand plus either Ready or Contention, expressed as two OR branches per severity.",https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High for host/vCenter; Medium for VM
Y34-VIRTUAL-MACHINES-R21,Virtual Machines,21,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|Usage (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|Usage (%),cpu|usage_average,Static percentage,16,19,BADGE,health,1,1,WARNING,1,W1C,CPU Ready correlation,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|readyPct,GT_EQ,STATIC,5,,NUMERIC,false,3,2,Alert,Alert with correlation,CPU capacity/usage %,< 75%,75% to < 90%,≥ 90%,"For VM CPU Usage, require CPU demand plus Ready/Contention ≥5% before paging.","VM CPU usage requires demand plus either Ready or Contention, expressed as two OR branches per severity.",https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High for host/vCenter; Medium for VM
Y34-VIRTUAL-MACHINES-R21,Virtual Machines,21,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|Usage (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|Usage (%),cpu|usage_average,Static percentage,16,19,BADGE,health,1,1,WARNING,2,W2A,CPU usage warning,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|usage_average,GT_EQ,STATIC,75,,NUMERIC,false,3,2,Alert,Alert with correlation,CPU capacity/usage %,< 75%,75% to < 90%,≥ 90%,"For VM CPU Usage, require CPU demand plus Ready/Contention ≥5% before paging.","VM CPU usage requires demand plus either Ready or Contention, expressed as two OR branches per severity.",https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High for host/vCenter; Medium for VM
Y34-VIRTUAL-MACHINES-R21,Virtual Machines,21,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|Usage (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|Usage (%),cpu|usage_average,Static percentage,16,19,BADGE,health,1,1,WARNING,2,W2B,CPU demand warning gate,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|demandPct,GT_EQ,STATIC,75,,NUMERIC,false,3,2,Alert,Alert with correlation,CPU capacity/usage %,< 75%,75% to < 90%,≥ 90%,"For VM CPU Usage, require CPU demand plus Ready/Contention ≥5% before paging.","VM CPU usage requires demand plus either Ready or Contention, expressed as two OR branches per severity.",https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High for host/vCenter; Medium for VM
Y34-VIRTUAL-MACHINES-R21,Virtual Machines,21,ALERT,true,CORRELATED_NATIVE,Virtual Machine - CPU|Usage (%),Virtual Machines,Virtual Machine,VMWARE,VirtualMachine,CPU|Usage (%),cpu|usage_average,Static percentage,16,19,BADGE,health,1,1,WARNING,2,W2C,CPU contention correlation,VMWARE,VirtualMachine,SELF,ALL,STATIC,cpu|capacity_contentionPct,GT_EQ,STATIC,5,,NUMERIC,false,3,2,Alert,Alert with correlation,CPU capacity/usage %,< 75%,75% to < 90%,≥ 90%,"For VM CPU Usage, require CPU demand plus Ready/Contention ≥5% before paging.","VM CPU usage requires demand plus either Ready or Contention, expressed as two OR branches per severity.",https://knowledge.broadcom.com/external/article/421543/esxi-host-cpu-usage-alarms-and-vm-perfor.html,High for host/vCenter; Medium for VM
